Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Age group (product.metafields.shopify.age-group),Bracelet design (product.metafields.shopify.bracelet-design),Color (product.metafields.shopify.color-pattern),Earring design (product.metafields.shopify.earring-design),Jewelry material (product.metafields.shopify.jewelry-material),Jewelry type (product.metafields.shopify.jewelry-type),Light color (product.metafields.shopify.light-color),Necklace design (product.metafields.shopify.necklace-design),Ring design (product.metafields.shopify.ring-design),Ring size (product.metafields.shopify.ring-size),Target gender (product.metafields.shopify.target-gender),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Canada,Price / Canada,Compare At Price / Canada,Included / International,Price / International,Compare At Price / International,Included / United States,Price / United States,Compare At Price / United States,Status
minimalist-natural-pearl-and-malachite-bracelet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0866/5120/7992/files/bdd5cc25-1984-4659-997a-2241c13b07af.jpg?v=1742372383,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vintage-strawberry-crystal-and-aquamarine-hemp-bracelet,Prosperity: Vintage Strawberry Crystal and Aquamarine Hemp Bracelet,"<p><span>This vintage strawberry crystal and aquamarine hemp bracelet is a perfect blend of classic elegance and contemporary style. The combination of stones attract abundance and prosperity. Crafted with high-quality S925 sterling silver, it features natural strawberry crystals and aquamarine, all set in a vintage gold finish, making it a versatile accessory for any occasion.</span></p>
<div class=""paragraph""><strong>Material:</strong></div>
<ul start=""1"">
<li>
<div class=""paragraph"">925 Sterling Silver</div>
</li>
<li>
<div class=""paragraph"">Strawberry Crystal</div>
</li>
<li>
<div class=""paragraph"">Aquamarine</div>
</li>
<li>
<div class=""paragraph"">Hemp</div>
</li>
<li>
<div class=""paragraph"">Bracelet length:  10.24 inch (26CM) with adjustable sliding knots</div>
</li>
<li>
<div class=""paragraph"">Strawberry crystal size:  0.256 inch (6.5MM)</div>
</li>
<li>
<div class=""paragraph"">Aquamarine size: 0.157 inch (4MM)</div>
</li>
</ul>
<div class=""paragraph""><strong>Key Features:</strong></div>
<ul start=""1"">
<li>
<div class=""paragraph"">High-quality 925 sterling silver and natural stones</div>
</li>
<li>
<div class=""paragraph"">Vintage gold finish for a touch of sophistication</div>
</li>
<li>
<div class=""paragraph"">Adjustable length for a comfortable fit</div>
</li>
<li>
<div class=""paragraph"">A simple yet elegant design that enhances any outfit</div>
</li>
</ul>",Camille Elisa Jewelry,Apparel & Accessories > Jewelry > Bracelets,Bracelet,Bracelet,true,Title,Default Title,,,,,,,,"",0.0,shopify,continue,manual,49.20,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0866/5120/7992/files/58bb876c-8bda-4f41-af6e-2a8a198ca998.jpg?v=1742372188,1,"",false,,,191,,adult,,,,,,,,,,,adults,slider,green; red,,sterling-silver; hemp,fine-jewelry,,,,,unisex,,,,,,g,,16.40,true,,,true,,,true,,,active
vintage-strawberry-crystal-and-aquamarine-hemp-bracelet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0866/5120/7992/files/7eaeb5b0-cd7f-4855-bbb9-a762995313af.jpg?v=1742372187,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lavender-amethyst-and-cubic-zirconia-faceted-bead-bracelet,Calm: Lavender Amethyst Bead Bracelet,"<p><span>This lavender amethyst bead bracelet is a perfect blend of classic elegance and contemporary style. <meta charset=""utf-8"">
<span data-huuid=""7591892442271740093"">Amethyst, a purple variety of quartz, is believed to offer various benefits, including promoting calmness, reduce anxiety and enhance intuition. </span><span data-huuid=""7591892442271740794"">It is also thought to aid in sleep, boost the immune system, and help with spiritual growth</span></span></p>
<div class=""paragraph""><strong>Material:</strong></div>
<ul start=""1"">
<li>
<div class=""paragraph"">925 Sterling Silver</div>
</li>
<li>
<div class=""paragraph"">Amethyst<br>
</div>
</li>
<li>
<div class=""paragraph"">Bracelet length: 6.3 inch (16cm) + 1.18 inch (3cm) extension</div>
</li>
<li>
<div class=""paragraph"">Amethyst size:  0.315 inch (8mm)</div>
</li>
<li>
<div class=""paragraph"">Cubic zirconia size: 0.157 inch (4mm)</div>
</li>
</ul>
<div class=""paragraph""><strong class="""">Key Features:</strong></div>
<ul start=""1"">
<li>
<div class=""paragraph"">High-quality 925 sterling silver and natural stones</div>
</li>
<li>
<div class=""paragraph"">Vintage gold finish for a touch of sophistication</div>
</li>
<li>
<div class=""paragraph"">Adjustable chain length for a comfortable fit</div>
</li>
<li>
<div class=""paragraph"">A simple yet elegant design that enhances any outfit</div>
</li>
</ul>",Camille Elisa Jewelry,Apparel & Accessories > Jewelry > Bracelets,Bracelet,Bracelet,true,Title,Default Title,,,,,,,,"",0.0,shopify,continue,manual,69.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0866/5120/7992/files/4d4533c2-7f50-46e8-a532-26f48b0702c0.jpg?v=1742371926,1,"",false,,,191,,adult,,,,,,,,,,,adults,beaded,purple,,sterling-silver,fine-jewelry,,,,,unisex,,,,,,g,,22.90,true,,,true,,,true,,,active
lavender-amethyst-and-cubic-zirconia-faceted-bead-bracelet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0866/5120/7992/files/ac6c9bb2-15b4-43b6-ae0a-9fa41ccb47c9.jpg?v=1742371926,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lavender-amethyst-and-cubic-zirconia-faceted-bead-bracelet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0866/5120/7992/files/b49c3bea-c0f0-4b97-97bc-370988e0b3c6.jpg?v=1742371926,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lavender-amethyst-and-cubic-zirconia-faceted-bead-bracelet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0866/5120/7992/files/db6815ed-3ed3-4fee-993e-d3887040585e.jpg?v=1742371926,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
natural-pearl-and-tigers-eye-bracelet,Confidence: Natural Pearl and Tiger's Eye Bracelet,"<p><span>This natural pearl and tiger's eye bracelet promote courage, grounding and enhance self-confidence. This bracelet is a timeless piece that adds a touch of elegance to your style. Whether you're dressing up for a special event or adding a subtle charm to your everyday look, this bracelet is the perfect accessory to make you shine.</span></p>
<div class=""paragraph""><strong>Material:</strong></div>
<ul start=""1"">
<li>
<div class=""paragraph"">S925 Sterling Silver</div>
</li>
<li>
<div class=""paragraph"">Natural Pearls</div>
</li>
<li>
<div class=""paragraph"">Tiger's Eye</div>
</li>
<li>
<div class=""paragraph"">Black Onyx</div>
</li>
<li>
<div class=""paragraph"">Resin</div>
</li>
<li>
<div class=""paragraph"">Bracelet length: 6.3 inch (16CM) + 1.18 inch (3CM) extender</div>
</li>
<li>
<div class=""paragraph"">Pearl size: 0.197 to 0.236 inch (5-6MM)</div>
</li>
<li>
<div class=""paragraph"">Onyx size: 0.157 inch (4MM)</div>
</li>
<li>
<div class=""paragraph"">Tiger's eye size:  0.236 inch (6MM)</div>
</li>
</ul>
<div class=""paragraph""><strong>Key Features:</strong></div>
<ul start=""1"">
<li>
<div class=""paragraph"">High-quality 925 sterling silver and natural stones</div>
</li>
<li>
<div class=""paragraph"">Vintage gold finish for a touch of sophistication</div>
</li>
<li>
<div class=""paragraph"">Adjustable chain length for a comfortable fit</div>
</li>
<li>
<div class=""paragraph"">A simple yet elegant design that enhances any outfit</div>
</li>
</ul>",Camille Elisa Jewelry,Apparel & Accessories > Jewelry > Bracelets,Bracelet,Bracelet,true,Title,Default Title,,,,,,,,"",0.0,shopify,continue,manual,54.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0866/5120/7992/files/9b4ba4ec-8db3-4bb9-8bbc-52b04d875676.jpg?v=1742371497,1,"",false,,,191,,adult,,,,,,,,,,,adults,beaded,silver; gold; white,,sterling-silver; resin,fine-jewelry,,,,,unisex,,,,,,g,,17.00,true,,,true,,,true,,,active
natural-pearl-and-tigers-eye-bracelet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0866/5120/7992/files/a7dd0f0d-eecb-4049-9c12-94336991ed83.jpg?v=1742371497,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
natural-pearl-and-tigers-eye-bracelet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0866/5120/7992/files/a1160d8a-f733-4e15-b1bf-889c4f9b6304.jpg?v=1742371497,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
natural-pearl-and-tigers-eye-bracelet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0866/5120/7992/files/dc80f845-880a-49af-96c6-558a137b668b.jpg?v=1742371497,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
elegant-sterling-silver-pearl-necklace,Elegant Sterling Silver Pearl Necklace,"<p><span>This sterling silver pearl necklace combines timeless elegance with a versatile design that is both stylish and durable. Crafted with high-quality S925 sterling silver and adorned with natural pearls, it offers excellent value and can be easily adjusted to fit any length, making it a practical and fashionable accessory.</span></p>
<div class=""paragraph""><strong>Material:</strong></div>
<ul start=""1"">
<li>
<div class=""paragraph"">925 Sterling Silver</div>
</li>
<li>
<div class=""paragraph"">Natural Pearls</div>
</li>
<li>
<div class=""paragraph"">Chain length: 15.75 inch (40cm) + 2.76 inch (7cm) extension</div>
</li>
<li>
<div class=""paragraph"">Pearl size: 0.276 inch(7mm)</div>
</li>
<li>
<div class=""paragraph"">Pendant height: 0.669 inch (17mm)</div>
</li>
</ul>
<div class=""paragraph""><strong class="""">Key Features:</strong></div>
<ul start=""1"">
<li>
<div class=""paragraph"">High-quality 925 sterling silver and natural pearls</div>
</li>
<li>
<div class=""paragraph"">Available in white gold and vintage gold colors</div>
</li>
<li>
<div class=""paragraph"">Adjustable chain length for a comfortable fit</div>
</li>
<li>
<div class=""paragraph"">Reversible design for versatile styling</div>
</li>
<li>
<div class=""paragraph"">A simple yet sophisticated design that enhances any outfit</div>
</li>
</ul>",Camille Elisa Jewelry,Apparel & Accessories > Jewelry > Necklaces,Necklace,Necklace,true,Color,silver,product.metafields.shopify.color-pattern,,,,,,,"",0.0,shopify,continue,manual,60.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0866/5120/7992/files/25f6ec32-3e45-4273-a41b-f47047e1d35c.jpg?v=1742371363,1,"",false,,,196,,,,,,,,,,,,,,,silver; shopify--color-pattern-3e90y7ps,,sterling-silver,fine-jewelry,,beaded,,,,,,,,,g,,30.00,true,,,true,,,true,,,active
elegant-sterling-silver-pearl-necklace,,,,,,,,,shopify--color-pattern-3e90y7ps,,,,,,,,"",0.0,shopify,continue,manual,60.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0866/5120/7992/files/fbe86829-59fe-4f69-a381-063296a053ea.jpg?v=1742371364,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,30.00,,,,,,,,,,
elegant-sterling-silver-pearl-necklace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0866/5120/7992/files/Snipaste_2025-03-19_16-01-08.jpg?v=1742371364,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
elegant-sterling-silver-pearl-necklace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0866/5120/7992/files/Snipaste_2025-03-19_16-01-18.jpg?v=1742371364,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
elegant-sterling-silver-beaded-lace-chain-necklace,Elegant Sterling Silver Beaded Lace Chain Necklace,"<p><span>This sterling silver beaded lace chain necklace is a timeless piece that adds a touch of sophistication to your style. Whether you're dressing up for a special event or adding a subtle charm to your everyday look, this necklace is the perfect accessory to make you shine.</span></p>
<div class=""paragraph""><strong class="""">Material:</strong></div>
<ul start=""1"">
<li>
<div class=""paragraph"">S925 Sterling Silver</div>
</li>
<li>
<div class=""paragraph"">Chain length: Approximately 15.75 inch (40cm) + 2.36 inch (6cm) extender</div>
</li>
<li>
<div class=""paragraph"">Chain thickness: Approximately 0.157 inch (4mm)</div>
</li>
</ul>
<div class=""paragraph""><strong>Key Features:</strong></div>
<ul start=""1"">
<li>
<div class=""paragraph"">High-quality 925 sterling silver</div>
</li>
<li>
<div class=""paragraph"">Available in white gold and vintage gold colors</div>
</li>
<li>
<div class=""paragraph"">Adjustable chain length for a comfortable fit</div>
</li>
<li>
<div class=""paragraph"">A simple yet sophisticated design that enhances any outfit</div>
</li>
</ul>",Camille Elisa Jewelry,Apparel & Accessories > Jewelry > Necklaces,Necklace,Necklace,true,Color,silver,product.metafields.shopify.color-pattern,,,,,,,"",0.0,shopify,deny,manual,58.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0866/5120/7992/files/e6e6b9de-4c04-446e-a5e1-d19a5722f361.jpg?v=1742370530,1,"",false,,,196,,,,,,,,,,,,,,,silver; shopify--color-pattern-3e90y7ps,,sterling-silver,fine-jewelry,,beaded,,,,,,,,,g,,19.00,true,,,true,,,true,,,active
elegant-sterling-silver-beaded-lace-chain-necklace,,,,,,,,,shopify--color-pattern-3e90y7ps,,,,,,,,"",0.0,shopify,deny,manual,58.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0866/5120/7992/files/Snipaste_2025-03-19_15-50-33.jpg?v=1742370648,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,19.00,,,,,,,,,,
elegant-sterling-silver-beaded-lace-chain-necklace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0866/5120/7992/files/88f6b6fe-aaa0-48f3-918d-cdec75e46e98.jpg?v=1742370530,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
elegant-sterling-silver-beaded-lace-chain-necklace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0866/5120/7992/files/94519025-7a20-425b-a81e-8c713a7895dd.jpg?v=1742370530,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vintage-gold-pearl-bracelet,Career: Vintage Gold Pearl Bracelet,"<p><span>This vintage gold pearl bracelet is a perfect blend of classic elegance and contemporary style. Crafted with high-quality 925 sterling silver and adorned with natural pearls, it features a vintage gold finish, making it a versatile accessory for work.</span></p>
<div class=""paragraph""><strong>Material:</strong></div>
<ul start=""1"">
<li>
<div class=""paragraph"">925 Sterling Silver</div>
</li>
<li>
<div class=""paragraph"">Natural Pearls</div>
</li>
<li>
<div class=""paragraph"">Bracelet length: 6.3 inch (16cm) + 1.18 inch (3cm) extension</div>
</li>
<li>
<div class=""paragraph"">Pearl size: 0.433 to 0.472 inch (11-12mm) (subject to actual product)</div>
</li>
<li>
<div class=""paragraph"">Small pearl size: 0.236 inch (6mm)</div>
</li>
</ul>
<div class=""paragraph""><strong>Key Features:</strong></div>
<ul start=""1"">
<li>
<div class=""paragraph"">High-quality 925 sterling silver and natural pearls</div>
</li>
<li>
<div class=""paragraph"">Vintage gold finish for a touch of sophistication</div>
</li>
<li>
<div class=""paragraph"">Adjustable chain length for a comfortable fit</div>
</li>
<li>
<div class=""paragraph"">A simple yet elegant design that enhances any outfit</div>
</li>
</ul>",Camille Elisa Jewelry,Apparel & Accessories > Jewelry > Bracelets,Bracelet,Bracelet,true,Color,gold,product.metafields.shopify.color-pattern,,,,,,,"",0.0,shopify,continue,manual,117.04,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0866/5120/7992/files/d4a98753-1680-4614-b96d-330516ba4f4a.jpg?v=1742369868,1,"",false,,,191,,adult,,,,,,,,,,,adults,beaded,gold,,sterling-silver,fine-jewelry,,,,,female,,,,,,g,,,true,,,true,,,true,,,active
vintage-gold-pearl-bracelet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0866/5120/7992/files/dd402a3c-50fe-4a5d-aa4a-8240a6fc6db6.jpg?v=1742369868,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vintage-gold-pearl-bracelet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0866/5120/7992/files/Snipaste_2025-03-19_15-34-21.jpg?v=1742369868,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vintage-gold-pearl-bracelet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0866/5120/7992/files/Snipaste_2025-03-19_15-34-32.jpg?v=1742369868,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prosperity-series-sterling-silver-pearl-and-gold-crystal-bracelet,Prosperity: Sterling Silver Pearl and Gold Crystal Bracelet,"<p><span>This Prosperity Series sterling silver pearl and gold crystal bracelet is a perfect blend of classic elegance and contemporary style. </span></p>
<div class=""paragraph""><strong>Material:</strong></div>
<ul start=""1"">
<li>
<div class=""paragraph"">925 Sterling Silver</div>
</li>
<li>
<div class=""paragraph"">Natural Pearls</div>
</li>
<li>
<div class=""paragraph"">Gold Crystals</div>
</li>
<li>
<div class=""paragraph"">Cubic Zirconia</div>
</li>
<li>
<div class=""paragraph"">Bracelet length: 6.3 inch(16CM) + 2.36 inch (6CM) adjustable chain</div>
</li>
<li>
<div class=""paragraph"">Pearl/Gold crystal size: 0.236 inch(6MM)</div>
</li>
</ul>
<div class=""paragraph""><strong>Key Features:</strong></div>
<ul start=""1"">
<li>
<div class=""paragraph"">High-quality 925 sterling silver and natural stones</div>
</li>
<li>
<div class=""paragraph"">Vintage gold finish for a touch of sophistication</div>
</li>
<li>
<div class=""paragraph"">Adjustable chain length for a comfortable fit</div>
</li>
<li>
<div class=""paragraph"">A simple yet elegant design that enhances any outfit</div>
</li>
</ul>",Camille Elisa Jewelry,Apparel & Accessories > Jewelry > Bracelets,Bracelet,Bracelet,true,Color,white,product.metafields.shopify.color-pattern,,,,,,,"",0.0,shopify,continue,manual,70.56,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0866/5120/7992/files/8f821ae8-ec56-47ea-9c6c-5a322017c210.jpg?v=1742369407,1,"",false,,,191,,adult,,,,,,,,,,,adults,beaded,white; gold,,sterling-silver,fine-jewelry,,,,,unisex,,,,,,g,,23.52,true,,,true,,,true,,,active
prosperity-series-sterling-silver-pearl-and-gold-crystal-bracelet,,,,,,,,,gold,,,,,,,,"",0.0,shopify,continue,manual,70.56,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0866/5120/7992/files/df7021b3-e268-414c-9f90-fbd5d0992b2f.jpg?v=1742369407,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,23.52,,,,,,,,,,
prosperity-series-sterling-silver-pearl-and-gold-crystal-bracelet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0866/5120/7992/files/Snipaste_2025-03-19_15-31-31.jpg?v=1742369509,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
elegant-sterling-silver-snake-chain-necklace,Elegant Sterling Silver Snake Chain Necklace,"<p><span>This sterling silver snake chain necklace is a perfect blend of classic elegance and contemporary style. Crafted with high-quality S925 sterling silver, it features a choice of white gold or vintage gold finish, making it a versatile accessory for any occasion.</span></p>
<div class=""paragraph""><strong>Material:</strong></div>
<ul start=""1"">
<li>
<div class=""paragraph"">925 Sterling Silver</div>
</li>
<li>
<div class=""paragraph"">Chain length: 15.75 inch (40CM) + 2.36 inch (6CM) extension</div>
</li>
<li>
<div class=""paragraph"">Chain thickness: 0.039 inch (1.0MM)</div>
</li>
</ul>
<div class=""paragraph""><strong class="""">Key Features:</strong></div>
<ul start=""1"">
<li>
<div class=""paragraph"">High-quality 925 sterling silver</div>
</li>
<li>
<div class=""paragraph"">Available in white gold and vintage gold colors</div>
</li>
<li>
<div class=""paragraph"">Adjustable chain length for a comfortable fit</div>
</li>
<li>
<div class=""paragraph"">A simple yet sophisticated design that enhances any outfit</div>
</li>
</ul>",Camille Elisa Jewelry,Apparel & Accessories > Jewelry > Necklaces,Necklace,"Necklace, pendant",true,Color,gold,product.metafields.shopify.color-pattern,,,,,,,"",0.0,shopify,continue,manual,101.36,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0866/5120/7992/files/d3f5d46c-0751-48b7-b4f5-d8d3f0cb50cb.jpg?v=1742368878,1,"",false,,,196,,adult,,,,,,,,,,,adults,,gold; silver,,sterling-silver,fine-jewelry,,chain,,,unisex,,,,,,g,,20.27,true,,,true,,,true,,,active
elegant-sterling-silver-snake-chain-necklace,,,,,,,,,silver,,,,,,,,"",0.0,shopify,continue,manual,113.96,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0866/5120/7992/files/296e69cf-90b6-4762-94f8-d9dd0c6c66f4.jpg?v=1742368879,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,20.27,,,,,,,,,,
elegant-sterling-silver-snake-chain-necklace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0866/5120/7992/files/9491280f-d2e8-4bd7-8ba7-f157893675fe.jpg?v=1742368878,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
elegant-sterling-silver-snake-chain-necklace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0866/5120/7992/files/ca1e3ecf-643c-4d57-8118-59d2d51118a6.jpg?v=1742368878,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
golden-fleur-de-lis-pearl-drop-earrings,Golden Fleur-de-Lis Pearl Drop Earrings,"<div class=""paragraph"">Elevate your elegance with our Golden Fleur-de-Lis Pearl Drop Earrings, where classic symbolism meets timeless beauty. These exquisite earrings feature intricate gold-tone fleur-de-lis designs adorned with small gemstones, from which lustrous pearls hang gracefully.</div>
<div class=""paragraph""></div>
<div class=""paragraph"">The combination of the regal fleur-de-lis symbol and the delicate pearl creates a sophisticated statement piece that transitions seamlessly from day to evening wear. Crafted with precision, these earrings showcase attention to detail in every curve and gemstone setting.</div>
<div class=""paragraph""><br></div>
<div class=""paragraph""></div>
<div class=""paragraph""><br></div>
<div class=""paragraph""><strong>Key Features:</strong></div>
<ul start=""1"">
<li>
<div class=""paragraph"">Gold-tone fleur-de-lis design with gemstone accents</div>
</li>
<li>
<div class=""paragraph"">Lustrous pearl drop for classic elegance</div>
</li>
<li>
<div class=""paragraph"">Versatile for both casual and formal occasions</div>
</li>
<li>
<div class=""paragraph"">Secure closure for comfortable all-day wear</div>
</li>
<li>
<div class=""paragraph"">High-quality materials for lasting beauty</div>
</li>
</ul>",Camille Elisa,Apparel & Accessories > Jewelry > Earrings,Earrings,Earrings,true,Title,Default Title,,,,,,,,"",0.0,shopify,deny,manual,235.20,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0866/5120/7992/files/WechatIMG46.jpg?v=1742352670,1,"",false,,,194,,,,,,,,,,,,,,,gold,drop,gold; pearl,imitation-jewelry,,,,,,,,,,,g,,47.00,true,,,true,,,true,,,active
golden-fleur-de-lis-pearl-drop-earrings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0866/5120/7992/files/WechatIMG49.jpg?v=1742352693,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
